#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T01:40:00Z,0.1453623188405797,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T01:50:00Z,0.14166666666666664,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T02:00:00Z,0.10583333333333331,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T02:10:00Z,0.12583333333333327,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T02:20:00Z,0.1423333333333333,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T02:30:00Z,0.13858333333333334,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T02:40:00Z,0.1426666666666667,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T02:50:00Z,0.12916666666666665,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T03:00:00Z,0.24258333333333332,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T03:10:00Z,0.11283333333333327,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T03:20:00Z,0.12591666666666665,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T03:30:00Z,0.15433333333333327,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T03:40:00Z,0.27516666666666656,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T03:50:00Z,0.19824999999999995,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T04:00:00Z,0.10308333333333329,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T04:10:00Z,0.10166666666666663,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T04:20:00Z,0.14933333333333326,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T04:30:00Z,0.04699999999999995,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T04:40:00Z,0.21008333333333334,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T04:50:00Z,0.3309166666666667,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T05:00:00Z,0.2871666666666667,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T05:10:00Z,0.1559999999999999,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T05:20:00Z,0.14749999999999996,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T05:30:00Z,0.09108333333333327,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T05:40:00Z,0.2238333333333333,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T05:50:00Z,0.20425,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T06:00:00Z,0.14599999999999996,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T06:10:00Z,0.2439166666666667,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T06:20:00Z,0.13483333333333336,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T06:30:00Z,0.29216666666666663,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T06:40:00Z,0.11624999999999996,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T06:50:00Z,0.16424999999999998,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T07:00:00Z,0.18141666666666667,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T07:10:00Z,0.1514166666666667,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T07:20:00Z,0.19358333333333327,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T07:30:00Z,0.12766666666666668,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T07:40:00Z,0.10724999999999993,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T07:50:00Z,0.10274999999999997,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T08:00:00Z,0.16,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T08:10:00Z,0.1973333333333333,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T08:20:00Z,0.21208333333333332,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T08:30:00Z,0.14758333333333334,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T08:40:00Z,0.10999999999999997,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T08:50:00Z,0.23649999999999993,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T09:00:00Z,0.20250000000000004,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T09:10:00Z,0.1398333333333333,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T09:20:00Z,0.13508333333333333,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T09:30:00Z,0.20350000000000007,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T09:40:00Z,0.27991666666666676,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T09:50:00Z,0.1868333333333333,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T10:00:00Z,0.21558333333333335,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T10:10:00Z,0.13041666666666665,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T10:20:00Z,0.06308333333333328,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T10:30:00Z,0.2495,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T10:40:00Z,0.27775000000000005,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T10:50:00Z,0.11283333333333333,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T11:00:00Z,0.13249999999999998,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T11:10:00Z,0.1738333333333334,load1,system,35c4ab29f7e3
,,0,2025-04-19T01:34:11.080982974Z,2025-04-21T01:34:11.080982974Z,2025-04-19T11:20:00Z,0.12224999999999997,load1,system,35c4ab29f7e3
